english_text,uzbek_text,label
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,"Men yana blog yozyapman, men bu erda o'zimni itlarim va mushuklarim bilan mamnun his qilaman va men qanchalik baxtli ekanligimizni bilaman.",1
i started feeling funny and then friday i woke up sick as a dog,"Men o'zimni kulgili his qila boshladim, keyin juma kuni men it kabi kasal bo'lib uyg'ondim",5
i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,Men ota-onamni bostirilgan xotira terapiyasi bo'lishi mumkin bo'lgan jodugar ovidan himoya qilish kerakligini his qilaman,0
i feel disgusted to even be associated with this woman by my race and nationality,Men bu ayol bilan mening irqim va millatim bilan bog'langanimdan ham nafratlanaman,3
i laughed then bitterly again but i wasnt feeling bitter,"Men yana achchiq kuldim, lekin o'zimni achchiq his qilmadim",3
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,"Men uning his-tuyg'ularini bilmasdim, keyin u biz bilan birga bo'lishini xohlaydi, deb o'yladim, chunki har birimiz avvaliga qanchalik nafratlansak ham, bu biz abadiy esda qoladigan tajriba ekanligini bilardik.",0
i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,"Men o'zimni juda yumshoq his qilardim va sovuq boshlanganimda yumshoq, oson ko'rinishni xohlardim",1
i told him that maybe i just need time to think how ive been feeling indecisive about things lately,Men unga so'nggi paytlarda o'zimni qanday qilib noaniq his qilayotganimni o'ylash uchun vaqt kerakligini aytdim,4
i still feel it does the genre a disservice when stories are resolved artifically,"Hikoyalar sun'iy ravishda hal qilinsa, bu janrga yomon xizmat qilishini hali ham his qilaman",1
i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,"Men har doim o'zimni badiiy his qilayotganimni bilaman, men badiiy kayfiyatda bo'lganimda ismimni yozganimda, men manitzdaman, nuqta emas, balki doira chizaman, nuqta qanchalik katta bo'lsa, men o'zimni shunchalik badiiy his qilaman va agar bu shunchaki chiziq kabi bo'lsa. ispancha urg'u belgisi im pissed",1
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,"Braziliyada avtobusda tog‘ yonbag‘ridagi tik tog‘li tepaliklarga chiqib ketayotgan katta bo‘ron o‘rtasida biz yiqilib tushamizmi, deb hayron bo‘lganimni eslayman.",4
i could feel her whimper to the thought of being unloved and uncared for,Men uning sevilmagani va e'tiborsizligi haqidagi o'yga nola qilganini his qilardim,0
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,"Men, albatta, o'tirib sizga shaxsiy hayotimda nimalar bo'layotganini aytib bermoqchi emasman, lekin menimcha, agar siz mening hayotimda nimalar bo'layotganiga qiziqqan bo'lsangiz, shunchaki shouni tomosha qilishingiz kerak.",5
im sorry that there wasnt more humor in this post but im not feeling all that funny,"Bu postda ko'proq hazil bo'lmagani uchun afsusdaman, lekin o'zimni unchalik kulgili his qilmayapman",5
i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,Men o'zimni piyoda va tog'lar bo'ylab sayr qilish va yugurishning ajoyib olami eshigiga kirganimni his qilyapman.,1
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,"Men xayolimga nima kelsa aytaman, rashkchi qiz bo'lgan narsamni to'g'ridan-to'g'ri aytaman o'zimga ishonchim yo'qligi uchun emas, balki shunchaki sevganim uchun ishonchga loyiq do'st sevganimga shirin",3
i feel strange coming back to work after my one day holiday,Men bir kunlik ta'tildan keyin ishga qaytishni g'alati his qilyapman,4
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,"Menga, masalan, Emili Dikinsonning chiziqcha baxti aniq ta'sir ko'rsatgan va sonnetdagi shoshilinch qo'shiq tuyg'usini kuchaytirish uchun ikki nuqta yoki nuqta o'rniga tirelardan foydalanaman.",3
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,"Men semizroqman, chunki hayotimdagi nazoratim ostida qolishi mumkin bo'lgan yagona narsa - men uyga birinchi dunyoga qarashning imkonsiz kunidan uyga qaytganimda, nonga yeryong'oq yog'ini iste'mol qila olamanmi yoki yo'qmi? kichkina qizlar",0
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,"Men bu janrni sotib olishga da'vo qila olardim, lekin bu menda boshimni devorga uradigan darajada g'amginlik hissini qoldirmadi.",3
i feel so sad and hopeless,Men o'zimni juda g'amgin va umidsiz his qilyapman,0
im getting the feeling that my classes are a little intimidated by the concept of a lit,"im mening sinflar bir lit tushunchasi bilan bir oz qo'rqib, deb his olish",4
i still feel groggy but i have to get up to do the routine for my son,"Men hali ham holsizlanyapman, lekin o'g'lim uchun tartibni bajarish uchun turishim kerak",0
i have a feeling my view isnt going to be very popular and thats fine,Mening nuqtai nazarim unchalik mashhur bo'lmasligini his qilyapman va bu yaxshi,1
i want to hold this feeling of shocked awe and wonder forever,Men bu hayrat va hayrat tuyg'usini abadiy ushlab turishni xohlayman,5
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,"Birinchi yil imtihon natijalari chiqdi degan mish-mishni eshitganimda, men muvaffaqiyatsizlikka uchraganlardan biri bo'lishimdan qo'rqardim.",4
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,"Men o'zimni qadrli ekanligimni his qilishni xohlayman va buni qadrlayman va bilaman, meni sevadigan odamlar, hatto munosabatlarning tabiati o'zgargan taqdirda ham hech qaerga bormaydilar.",1
i know there are days in which you feel distracted,Men sizni chalg'itadigan kunlar borligini bilaman,3
i use it regularly with relaxing music and always feel invigorated afterward,Men uni muntazam ravishda tasalli beruvchi musiqa bilan ishlataman va keyin har doim o'zimni tetik his qilaman,1
im feeling distracted i tend to practice with my eyes shut as much as possible,"Men o'zimni chalg'itayotganimni his qilyapman, men imkon qadar ko'zlarimni yumib mashq qilaman",3
i feel like its perfect a w see youtube has its influences i even know trends,"Men buni mukammal his qilyapman va youtube o'z ta'siriga ega ekanligini ko'raman, men hatto tendentsiyalarni ham bilaman",1
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,"Men tangoning uyatchan bo'lishini juda xohlardim va aksincha, yaxshi suratlar olish uchun undan uzoqlashish juda qiyin edi.",4
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,"Men ham o'zimning to'shagimda uxlayotganimni juda g'alati his qilmadim, ikkalasi esa uning yotoqxonasida uxlayotgan edi",4
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,"Men shunchaki yaxshi bo'lishini xohlayman, shuning uchun men bugun ertaroq bu haqda o'yladim va mana, hamma narsa birlashtirilgan va bezovtalik meni juda muhtojlik his qildi.",0
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,"Men bir oz vazn yo'qotdim, shuning uchun men kiyishga qodir bo'lmagan kichkina yubkaga sig'ishim mumkin edi, chunki men bunga ishonchim komil emas edi.",1
i hope to feel a bit more creative again soon and miss its presence in my life blog,"Umid qilamanki, tez orada o'zimni yana bir oz ijodiy his qilaman va uning hayotiy blogimdagi mavjudligini sog'inaman",1
i am no fan of the current president i am a conservative and it made me feel unwelcome,"Men hozirgi prezidentning muxlisi emasman, men konservativman va bu o'zimni yoqimsiz his qildim",0
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,"Men uning she'rlarini unga qo'shaman, g'alati juftlikni tinglashdan ko'ra ko'proq o'ylash va his qilish mumkin emas edi.",5
i begin to feel complacent with my life here,Men bu erda o'z hayotimdan mamnun bo'lishni boshlayman,1
i feel vulnerable and alone,Men o'zimni zaif va yolg'iz his qilyapman,4
i remember feeling inspired and thinking that it was a fine example of parenting,Men ilhomlanganimni va bu ota-ona tarbiyasining ajoyib namunasi deb o'ylaganimni eslayman,1
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,Men har doim ahmoqona narsalar uchun jazolanayotganimni his qilyapman va o'zimni o'zimni tutganim uchun jazolayotgandek his qilyapman,0
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,"Men haqiqatan ham hozir hayotim mukammal ekanligini his qilyapman va agar so'rash juda ko'p bo'lmasa, hamma narsa avvalgidek qoladi deb umid qilaman",1
im there i simply feel contented,"Men u erdaman, men shunchaki mamnunman",1
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,"Men hammani hayotingizdan chiqarib yuboring demayapman, lekin yolg'izlikda meditatsiya qilish yoki yolg'iz loyihalar ustida ishlashda o'zingizni qulay his qilish muhim deb hisoblayman.",1
i think im just being stupid feeling nervous,"O'ylaymanki, men shunchaki ahmoqman, asabiylashaman",4
i feel honored by it,Men bundan faxrlanaman,1
i was feeling an act of god at work in my life and it was an amazing feeling,Men hayotimda xudoning harakatini his qilardim va bu ajoyib tuyg'u edi,5
i feel im like a bird flying in the air in a very carefree manner,Men o'zimni havoda beparvo uchayotgan qush kabi his qilyapman,1
i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,"Men javoblarimni qayta-qayta o'ylab ko'rishim kerak, shunchaki javob yetarli darajada mos ekanligiga ishonch hosil qilish va javobni olgan odam xafa bo'lmasligi uchun.",3
i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,Bir do'stim vafot etganida xafa bo'ldim va mendan nimadir qaytarib bo'lmaydigan darajada o'tib ketganini his qildim,0
i died would alex and matt feel regretful for not coming to visit,"Men o'lgan bo'lsam, Aleks va Mett tashrif buyurmagani uchun afsuslanadi",0
i feel that educating families and supporting and educationg mamas and papas is key,"Menimcha, oilalarni tarbiyalash, ona va papalarni qo'llab-quvvatlash va o'qitish muhim ahamiyatga ega",1
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,"Ishonchim komilki, men yo'qolganimda hamma menga dushmanlik qilayotgandek his qilaman va men bu tuyg'udan nafratlanaman",3
i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,"Men buni juda zerikarli tikuvchilik kabi his qilyapman, chunki ular juda oson va ular haqida mening matodan foydalanishimdan boshqa aytadigan hech narsa yo'q.",0
